,FID,SHAPE,date,end_,id,latitude,longitude,start,title,total_atte,type,service_area,num_vehicles,av_ratio,dist_to_highway
317,318,"{'x': -13040648.920364317, 'y': 3859853.002621193, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-27,12:00:00,50620,32.7325121,-117.1461424,09:30:00,arbor day in balboa park,125,festival,9877082.26012999,12918,0.009676420498529185,786.1473614556497
318,319,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-26,19:30:00,50043,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
319,320,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-25,20:00:00,50177,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
320,321,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-25,14:00:00,49799,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
321,322,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-24,19:00:00,50471,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
322,323,"{'x': -13041032.839024162, 'y': 3859148.4271174027, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-22,19:00:00,50619,32.7271877,-117.1495912,12:00:00,multi-cultural earth day 2018,1300,festival,9032812.245923987,13743,0.0945936112930219,368.58584702625706
323,324,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-22,17:00:00,50446,32.7316611885,-117.151808969,10:00:00,earthfair 2018,61500,festival,2860501.444236302,4302,14.295676429567642,247.08060371706318
324,325,"{'x': -13047728.425647622, 'y': 3865710.9871919993, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-22,12:00:00,49853,32.776767932,-117.209738678,09:00:00,walk for water,550,athletic,5294552.885383692,1187,0.4633529907329402,113.44495989927404
325,326,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-22,14:00:00,50553,32.7313918,-117.1602848,09:00:00,sunday artisan market,3020,farmers,12568199.304916611,23726,0.1272865211160752,492.38345981723285
326,327,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-22,16:30:00,50356,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
327,328,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-22,14:00:00,49917,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
328,329,"{'x': -13054732.980519654, 'y': 3875445.5282531935, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-22,12:00:00,49852,32.8502616657,-117.272661665,07:30:00,annual la jolla half marathon,6050,athletic,1838741.8744319957,1525,3.9672131147540983,3434.9113526272586
329,330,"{'x': -13610632.242535949, 'y': 4551383.728342108, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-21,22:30:00,50681,37.8012266,-122.2663897,16:00:00,jazz on tap,906,festival,21164861.064881794,39133,0.023151815603199347,664868.6138683992
330,331,"{'x': -13040872.42763793, 'y': 3862447.0644043507, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-21,18:00:00,50146,32.7521124,-117.1481502,14:00:00,hillcrest car show,270,festival,17633268.38877812,35684,0.007566416321040242,688.500109858989
331,332,"{'x': -13050424.791325483, 'y': 3866815.766232937, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-21,17:00:00,50630,32.7851118383,-117.233960543,11:00:00,bikes boards and brews,750,festival,7764915.396343316,12153,0.06171315724512466,2440.465746068046
332,333,"{'x': -13040349.30295297, 'y': 3855529.0766721806, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-21,18:00:00,50431,32.6998316528,-117.143450891,10:00:00,48th annual chicano park day,5250,festival,5423447.867127968,7645,0.6867233485938522,1.734643440840156
333,334,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-21,16:30:00,50355,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
334,335,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-21,13:00:00,50094,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
335,336,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-21,14:00:00,49992,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
336,337,"{'x': -13041899.238621008, 'y': 3856795.1847088356, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-21,12:00:00,50608,32.7094022,-117.1573742,08:00:00,east village sessions,250,athletic,3688408.734484671,15229,0.01641604832884628,902.0145608805713
337,338,"{'x': -13052556.22851001, 'y': 3865495.2846860923, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-21,10:00:00,49850,32.7751387353,-117.253107569,07:00:00,margarita 5k run,330,athletic,2429624.331600652,3043,0.10844561288202431,2705.2386973315074
338,339,"{'x': -13048192.564249484, 'y': 3860166.185770594, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-21,12:00:00,50693,32.7348786887,-117.213908106,07:00:00,walk ms 2018,3800,athletic,5581433.423696127,4802,0.7913369429404414,2340.933717508673
339,340,"{'x': -13047728.425647622, 'y': 3865710.9871919993, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-21,11:00:00,50596,32.776767932,-117.209738678,06:30:00,act today 10k/5k,1600,athletic,4019443.5236178734,633,2.527646129541864,113.44495989927404
340,341,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-19,19:30:00,50042,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
341,342,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-18,20:00:00,50176,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
342,343,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-18,14:00:00,49798,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
343,344,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-17,19:00:00,50470,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
344,345,"{'x': -13037497.07596174, 'y': 3854746.2989592315, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-16,15:00:00,50692,32.6939141,-117.1178289,12:30:00,boston avenue beautification,330,festival,12760066.335267594,10385,0.03177660086663457,272.4017144541623
345,346,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-15,16:30:00,50354,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
346,347,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-15,14:00:00,50552,32.7313918,-117.1602848,09:00:00,sunday artisan market,3020,farmers,12568199.304916611,23726,0.1272865211160752,492.38345981723285
347,348,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-15,14:00:00,49916,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
348,349,"{'x': -13046362.05927081, 'y': 3893251.19755473, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-15,20:30:00,50428,32.9845333,-117.1974644,07:30:00,belgian waffle bike ride 2018,550,athletic,14454430.115059474,1782,0.30864197530864196,2723.0693019679334
349,350,"{'x': -13048168.245727483, 'y': 3867315.298402211, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-15,09:00:00,50453,32.7888843264,-117.213689649,07:00:00,fiesta island time trial series,140,athletic,637803.6870431061,0,inf,614.8577700654914
350,351,"{'x': -13047672.128264183, 'y': 3868254.6230225987, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-15,14:00:00,49849,32.7959777124,-117.20923295,07:00:00,sharons ride/run/walk for epilepsy,1100,athletic,20352222.53095928,16078,0.06841646971016295,4.710023656075473
351,352,"{'x': -13038765.76193441, 'y': 3861473.034851635, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-14,22:00:00,50134,32.7447533,-117.1292257,18:00:00,ray at night (2nd saturday each month),540,farmers,21190920.885213513,42977,0.012564860274100101,757.0502075395566
352,353,"{'x': -13041324.538391447, 'y': 3859740.0642649727, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-14,14:00:00,50691,32.7316586586,-117.15221158,13:00:00,national water dance,70,festival,2698944.904524505,4003,0.01748688483637272,209.56020889808045
353,354,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-14,16:30:00,50353,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
354,355,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-14,13:00:00,50093,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
355,356,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-14,14:00:00,49991,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
356,357,"{'x': -13048192.564249484, 'y': 3860166.185770594, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-14,15:30:00,50642,32.7348786887,-117.213908106,07:30:00,wanderlust 108,2100,athletic,5581433.423696127,4802,0.43731778425655976,2340.933717508673
357,358,"{'x': -13047728.425647622, 'y': 3865710.9871919993, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-14,12:00:00,50607,32.776767932,-117.209738678,05:00:00,san diego beach & bay half marathon and 5k,2100,athletic,4030921.120490877,633,3.3175355450236967,113.44495989927404
358,359,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-12,19:30:00,50041,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
359,360,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-11,20:00:00,50175,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
360,361,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-11,14:00:00,49797,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
361,362,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-10,19:00:00,50469,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
362,363,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-08,14:00:00,50551,32.7313918,-117.1602848,09:00:00,sunday artisan market,3020,farmers,12568199.304916611,23726,0.1272865211160752,492.38345981723285
363,364,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-08,16:30:00,50352,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
364,365,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-08,14:00:00,49915,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
365,366,"{'x': -13048192.564249484, 'y': 3860166.185770594, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-08,12:00:00,50606,32.7348786887,-117.213908106,07:30:00,fighting parkinsons step by step,2800,athletic,6750363.171272228,6145,0.45565500406834825,2340.933717508673
366,367,"{'x': -13043145.004021844, 'y': 3858782.0472169463, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-08,17:00:00,49848,32.7244188815,-117.168565101,06:30:00,10th annual granfondo san diego bike ride,1550,athletic,8603537.062860109,15763,0.09833153587515067,241.19606693115801
367,368,"{'x': -13040782.180926742, 'y': 3859795.9273159862, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-07,19:00:00,50617,32.7320808,-117.1473395,17:00:00,moth ball gala,290,festival,13795503.489070985,23672,0.012250760392024333,668.6010008105474
368,369,"{'x': -13597803.138763886, 'y': 4502835.252371363, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-07,17:00:00,50649,37.4558282,-122.1511439,13:00:00,coplace 2018,510,festival,15694804.542105574,17282,0.029510473324846662,629981.8225571868
369,370,"{'x': -13040040.369547397, 'y': 3862777.9936770345, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-07,16:00:00,50427,32.7546125365,-117.140675695,12:00:00,11th annual citybeat festival of beers,2120,festival,10861294.769962797,27722,0.07647355890628382,1424.5119771792545
370,371,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-07,16:30:00,50351,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
371,372,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-07,13:00:00,50092,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
372,373,"{'x': -13050424.791325483, 'y': 3866815.766232937, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-07,16:00:00,50618,32.7851118383,-117.233960543,08:30:00,aloha day outrigger challenge,440,athletic,7175140.910455619,11587,0.03797359109346682,2440.465746068046
373,374,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-07,14:00:00,49990,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
374,375,"{'x': -13042652.191634227, 'y': 3856240.7273431164, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-07,20:00:00,50448,32.7052111671,-117.164138092,07:00:00,ragnar relay so cal (2-day event),8600,athletic,983537.4212799144,144,59.72222222222222,1340.4790599791816
375,376,"{'x': -13040586.804088453, 'y': 3890260.10980577, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-06,10:57:00,50515,32.9619919,-117.1455844,09:57:00,mesa verde middle school fun run 1718,2800,athletic,7114022.077122807,9271,0.3020170423902492,695.4922410144729
376,377,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-05,19:30:00,50040,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
377,378,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-04,20:00:00,50174,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
378,379,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-04,14:00:00,49796,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
379,380,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-03,19:00:00,50468,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
380,381,"{'x': -13048192.564249484, 'y': 3860166.185770594, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-01,18:00:00,50426,32.7348786887,-117.213908106,13:00:00,nature day,2550,festival,7847438.291633403,7422,0.34357316087308004,2340.933717508673
381,382,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-01,16:30:00,50350,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
382,383,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-01,14:00:00,49914,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
383,384,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-01,14:00:00,50550,32.7313918,-117.1602848,09:00:00,sunday artisan market,3020,farmers,12568199.304916611,23726,0.1272865211160752,492.38345981723285
384,385,"{'x': -13052341.40616043, 'y': 3864676.659937522, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-04-01,12:30:00,50602,32.7689554076,-117.251177787,09:00:00,belmont parks easter bash,220,festival,2477768.599350806,2731,0.08055657268399853,2072.659579637144
385,386,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-31,13:00:00,50091,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
386,387,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-31,16:30:00,50349,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
387,388,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-31,14:00:00,49989,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
388,389,"{'x': -13032326.622467171, 'y': 3912015.632628278, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-30,11:30:00,50591,33.1258142501,-117.071381926,08:30:00,annual good friday walk with the suffering,120,parades,17808974.18369713,17410,0.0068925904652498565,523.1548598861636
389,390,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-29,19:30:00,50039,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
390,391,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-28,20:00:00,50173,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
391,392,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-28,14:00:00,49795,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
392,393,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-27,19:00:00,50467,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
393,394,"{'x': -13050424.791325483, 'y': 3866815.766232937, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-25,17:30:00,50676,32.7851118383,-117.233960543,15:00:00,california swimrun 15k sprint,120,athletic,11674387.859665131,16452,0.007293946024799417,2440.465746068046
394,395,"{'x': -13040965.298706112, 'y': 3859743.301813465, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-25,17:00:00,50157,32.7316831239,-117.148984475,12:00:00,tct international art festival (5-day event),110,exhibits,3775929.7641545366,2972,0.0370121130551817,511.23785400035763
395,396,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-25,14:00:00,49913,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
396,397,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-25,16:30:00,50348,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
397,398,"{'x': -13037241.519806724, 'y': 3862602.0752926357, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-24,14:00:00,50616,32.7532835,-117.1155332,09:00:00,facelift 2018,500,festival,17562105.688039724,32343,0.01545929567448907,613.6730935300525
398,399,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-24,13:00:00,50090,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
399,400,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-24,16:30:00,50347,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
400,401,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-24,14:00:00,49988,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
401,402,"{'x': -13042125.695861127, 'y': 3859730.30362796, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-24,11:00:00,49966,32.7315849,-117.1594085,06:30:00,2018 race for autism - san diego,5100,athletic,13553813.795269605,24909,0.2047452727929664,408.5026725808895
402,403,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-22,19:30:00,50038,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
403,404,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-21,20:00:00,50172,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
404,405,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-21,14:00:00,49794,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
405,406,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-20,19:00:00,50466,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
406,407,"{'x': -13030700.186152631, 'y': 3863358.469247384, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-18,18:00:00,50524,32.7589978,-117.0567714,10:00:00,rolando street fair,15000,festival,13776980.13047819,16831,0.8912126433367001,1830.6520026166847
407,408,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-18,14:00:00,49912,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
408,409,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-18,16:30:00,50346,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
409,410,"{'x': -13041391.73306248, 'y': 3857006.627217974, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-18,12:00:00,49843,32.7110004,-117.1528152,06:15:00,hot chocolate 15k & 5k run,13200,athletic,10284365.84848518,23488,0.5619891008174387,474.4781444790275
410,411,"{'x': -13040113.896627665, 'y': 3857366.5327241314, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-17,00:00:00,50430,32.7137207,-117.1413362,16:00:00,shamrock 2018,8200,festival,42813628.16086165,57903,0.14161615114933596,50.197239138702884
411,412,"{'x': -13040872.42763793, 'y': 3862447.0644043507, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-17,18:00:00,50145,32.7521124,-117.1481502,14:00:00,hillcrest car show,270,festival,17633268.38877812,35684,0.007566416321040242,688.500109858989
412,413,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-03-17,16:30:00,50345,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
