,FID,SHAPE,date,end_,id,latitude,longitude,start,title,total_atte,type,service_area,num_vehicles,av_ratio,dist_to_highway
0,1,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-08,14:00:00,49813,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
1,2,"{'x': -13042916.620843215, 'y': 3858589.669007341, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-08,13:00:00,50910,32.722965,-117.1665135,09:00:00,little italys wednesday farmers market,1280,farmers,3459449.7448627204,9725,0.13161953727506426,191.68799719821277
2,3,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-31,19:00:00,51870,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
3,4,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-07,19:00:00,50486,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
4,5,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-05,15:00:00,50567,32.7313918,-117.1602848,10:00:00,sunday artisan market,3020,farmers,12767307.614785042,23833,0.12671505895187346,492.38345981723285
5,6,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-05,14:00:00,49932,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
6,7,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-29,16:30:00,51714,32.7527792,-117.1949018,09:00:00,old town artisans market,600,farmers,7582233.092709851,3894,0.15408320493066255,268.2901361474861
7,8,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-29,14:00:00,52070,32.7485423,-117.149901,09:00:00,2019 hillcrest farmers market (sundays),4400,farmers,7415300.031184129,15643,0.281275970082465,534.8104904228812
8,9,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-05,16:30:00,50384,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
9,10,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-28,16:30:00,51713,32.7527792,-117.1949018,09:00:00,old town artisans market,600,farmers,6696390.261357092,3739,0.16047071409467772,268.2901361474861
10,11,"{'x': -13046615.455827702, 'y': 3859428.9475074904, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-05,11:00:00,50880,32.7293076,-117.1997407,07:00:00,2018 mps superheroes 5k,275,athletic,7242116.040254763,4279,0.06426735218508997,2052.3048433760014
11,12,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-28,13:00:00,51818,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
12,13,"{'x': -13038868.34284518, 'y': 3860959.6670557563, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-04,20:00:00,50742,32.7408744,-117.1301472,16:30:00,npca bird park concert series,975,concerts,24224119.102627303,46575,0.020933977455716585,1062.6367609757729
13,14,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-04,13:00:00,50109,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
14,15,"{'x': -13042916.620843215, 'y': 3858589.669007341, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-28,14:00:00,51766,32.722965,-117.1665135,08:00:00,the mercato little italys farmers market,2900,farmers,5188342.534820926,9928,0.2921031426269138,191.68799719821277
15,16,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-24,19:00:00,51869,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
16,17,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-04,16:30:00,50383,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
17,18,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-22,16:30:00,51712,32.7527792,-117.1949018,09:00:00,old town artisans market,600,farmers,7582233.092709851,3894,0.15408320493066255,268.2901361474861
18,19,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-22,14:00:00,52069,32.7485423,-117.149901,09:00:00,2019 hillcrest farmers market (sundays),4400,farmers,7415300.031184129,15643,0.281275970082465,534.8104904228812
19,20,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-04,14:00:00,50007,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
20,21,"{'x': -13040872.42763793, 'y': 3862447.0644043507, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-21,18:00:00,51883,32.7521124,-117.1481502,14:00:00,hillcrest car show,270,farmers,17633268.38877812,35684,0.007566416321040242,688.500109858989
21,22,"{'x': -13039070.95545037, 'y': 3863849.437166133, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-21,19:00:00,52159,32.7627067,-117.1319673,10:00:00,dia del cafe presents alley shutdown,310,festival,10512581.317837251,18389,0.016857904181847842,413.9736181994317
22,23,"{'x': -13041466.383913007, 'y': 3856763.4329384705, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-04,09:30:00,50858,32.7091622,-117.1534858,05:30:00,64th annual balboa park 8-miler,1040,athletic,6610738.189300136,16068,0.06472491909385113,537.6095519994462
23,24,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-21,13:00:00,51817,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
24,25,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-21,16:30:00,51711,32.7527792,-117.1949018,09:00:00,old town artisans market,600,farmers,6696390.261357092,3739,0.16047071409467772,268.2901361474861
25,26,"{'x': -13051623.84216993, 'y': 3858915.7612963566, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-03,20:30:00,50820,32.7254294,-117.2447318,17:30:00,point loma summer concerts (series),3050,concerts,23181931.19834501,28370,0.1075079309129362,3322.5155327922826
26,27,"{'x': -13042916.620843215, 'y': 3858589.669007341, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-21,14:00:00,51765,32.722965,-117.1665135,08:00:00,the mercato little italys farmers market,2900,farmers,5188342.534820926,9928,0.2921031426269138,191.68799719821277
27,28,"{'x': -13038596.890266879, 'y': 3861824.8044205746, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-19,19:00:00,51553,32.7474111,-117.1277087,15:00:00,north park thursday market,970,farmers,14574170.496305104,31000,0.03129032258064516,494.6322896465623
28,29,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-03,20:00:00,50667,32.7316611885,-117.151808969,16:00:00,food truck fridays,2060,farmers,10057783.384491136,18927,0.10883922438843979,247.08060371706318
29,30,"{'x': -13117091.424698757, 'y': 3992397.8252668125, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-18,20:00:00,51506,33.7284523,-117.8328371,16:00:00,ocean beach certified farmers market (wednesdays),1325,farmers,39750441.2051197,30026,0.044128422034236996,61093.43208804736
30,31,"{'x': -13057542.888738541, 'y': 3901644.344462029, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-18,14:00:00,51985,33.0477549,-117.2979035,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,6999163.82931626,5228,0.06312165263963275,970.8282468288189
31,32,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-02,19:30:00,50057,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
32,33,"{'x': -13042916.620843215, 'y': 3858589.669007341, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-18,14:00:00,51455,32.722965,-117.1665135,09:00:00,little italys wednesday farmers market,1280,farmers,3459449.7448627204,9725,0.13161953727506426,191.68799719821277
33,34,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-17,19:00:00,51868,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
34,35,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-01,20:00:00,50191,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
35,36,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-15,14:00:00,52068,32.7485423,-117.149901,09:00:00,2019 hillcrest farmers market (sundays),4400,farmers,7415300.031184129,15643,0.281275970082465,534.8104904228812
36,37,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-15,16:30:00,51710,32.7527792,-117.1949018,09:00:00,old town artisans market,600,farmers,7582233.092709851,3894,0.15408320493066255,268.2901361474861
37,38,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-01,14:00:00,49812,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
38,39,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-14,16:30:00,51709,32.7527792,-117.1949018,09:00:00,old town artisans market,600,farmers,6696390.261357092,3739,0.16047071409467772,268.2901361474861
39,40,"{'x': -13042916.620843215, 'y': 3858589.669007341, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-08-01,13:00:00,50909,32.722965,-117.1665135,09:00:00,little italys wednesday farmers market,1280,farmers,3459449.7448627204,9725,0.13161953727506426,191.68799719821277
40,41,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-14,13:00:00,51816,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
41,42,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-31,19:00:00,50485,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
42,43,"{'x': -13042916.620843215, 'y': 3858589.669007341, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-14,14:00:00,51764,32.722965,-117.1665135,08:00:00,the mercato little italys farmers market,2900,farmers,5188342.534820926,9928,0.2921031426269138,191.68799719821277
43,44,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-29,15:00:00,50566,32.7313918,-117.1602848,10:00:00,sunday artisan market,3020,farmers,12767307.614785042,23833,0.12671505895187346,492.38345981723285
44,45,"{'x': -13038596.890266879, 'y': 3861824.8044205746, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-12,19:00:00,51552,32.7474111,-117.1277087,15:00:00,north park thursday market,970,farmers,14574170.496305104,31000,0.03129032258064516,494.6322896465623
45,46,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-29,16:30:00,50382,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
46,47,"{'x': -13117091.424698757, 'y': 3992397.8252668125, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-11,20:00:00,51505,33.7284523,-117.8328371,16:00:00,ocean beach certified farmers market (wednesdays),1325,farmers,39750441.2051197,30026,0.044128422034236996,61093.43208804736
47,48,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-29,14:00:00,49931,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
48,49,"{'x': -13057542.888738541, 'y': 3901644.344462029, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-11,14:00:00,51984,33.0477549,-117.2979035,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,6999163.82931626,5228,0.06312165263963275,970.8282468288189
49,50,"{'x': -13043528.764719337, 'y': 3858483.484048022, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-29,13:30:00,50724,32.7221625063,-117.172012482,06:30:00,live well san diego 5k & kids 1-mile fun run,3600,athletic,8763945.40071791,15343,0.2346346868278694,649.8692777092282
50,51,"{'x': -13042916.620843215, 'y': 3858589.669007341, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-11,14:00:00,51454,32.722965,-117.1665135,09:00:00,little italys wednesday farmers market,1280,farmers,3459449.7448627204,9725,0.13161953727506426,191.68799719821277
51,52,"{'x': -13040872.42763793, 'y': 3862447.0644043507, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-28,18:00:00,50149,32.7521124,-117.1481502,14:00:00,hillcrest car show,270,festival,17633268.38877812,35684,0.007566416321040242,688.500109858989
52,53,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-10,19:00:00,51867,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
53,54,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-28,13:00:00,50108,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
54,55,"{'x': -13055312.35783762, 'y': 3874526.0634316336, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2019-12-08,15:30:00,52315,32.8433225,-117.2778663,10:30:00,62nd la jolla christmas parade & holiday festival,7000,parades,5028801.672443679,6947,1.0076291924571759,3850.3600293949053
55,56,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-28,16:30:00,50381,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
56,57,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-28,14:00:00,50006,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
57,58,"{'x': -13048192.564249484, 'y': 3860166.185770594, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-28,12:00:00,50723,32.7348786887,-117.213908106,06:45:00,annual joggin for frogmen 5k & tadpole trot,1240,athletic,5473238.245230164,4646,0.2668962548428756,2340.933717508673
58,59,"{'x': -13051623.84216993, 'y': 3858915.7612963566, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-27,20:30:00,50819,32.7254294,-117.2447318,17:30:00,point loma summer concerts (series),3050,concerts,23181931.19834501,28370,0.1075079309129362,3322.5155327922826
59,60,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-27,20:00:00,50666,32.7316611885,-117.151808969,16:00:00,food truck fridays,2060,farmers,10057783.384491136,18927,0.10883922438843979,247.08060371706318
60,61,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-26,19:30:00,50056,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
61,62,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-25,20:00:00,50190,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
62,63,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-25,14:00:00,49811,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
63,64,"{'x': -13042916.620843215, 'y': 3858589.669007341, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-25,13:00:00,50908,32.722965,-117.1665135,09:00:00,little italys wednesday farmers market,1280,farmers,3459449.7448627204,9725,0.13161953727506426,191.68799719821277
64,65,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-24,19:00:00,50484,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
65,66,"{'x': -13168348.228199687, 'y': 4052000.0681568426, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-22,16:00:00,50722,34.1725886,-118.2932848,15:00:00,running of the saints,350,parades,21830557.69731418,30959,0.011305274718175651,126082.49426394782
66,67,"{'x': -13042773.39718636, 'y': 3856926.3336553737, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-22,18:00:00,50943,32.7103935,-117.1652269,11:00:00,hulu llc castle rock event activation at sdcc,2450,festival,4041282.812273071,14044,0.17445172315579607,1361.4494305126036
67,68,"{'x': -13042852.923830584, 'y': 3856863.8878943245, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-22,19:00:00,51241,32.7099215,-117.1659413,09:30:00,amc the walking dead & fear of the walking dead,2300,athletic,3543019.1103590643,9371,0.245438053569523,1446.0551990006945
68,69,"{'x': -13042852.923830584, 'y': 3856863.8878943245, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-22,18:00:00,50938,32.7099215,-117.1659413,09:00:00,amazon comic con 2018: jack ryan activation,1620,festival,3543019.1103590643,9371,0.1728737594707075,1446.0551990006945
69,70,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-22,14:00:00,49930,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
70,71,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-22,16:30:00,50380,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
71,72,"{'x': -13038868.34284518, 'y': 3860959.6670557563, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-21,20:00:00,50741,32.7408744,-117.1301472,16:30:00,npca bird park concert series,975,concerts,24224119.102627303,46575,0.020933977455716585,1062.6367609757729
72,73,"{'x': -13042773.39718636, 'y': 3856926.3336553737, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-21,18:00:00,50942,32.7103935,-117.1652269,11:00:00,hulu llc castle rock event activation at sdcc,2450,festival,3645118.726695315,11398,0.21494999122653097,1361.4494305126036
73,74,"{'x': -13042852.923830584, 'y': 3856863.8878943245, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-21,19:00:00,51240,32.7099215,-117.1659413,09:30:00,amc the walking dead & fear of the walking dead,2300,athletic,3217851.7065061694,8610,0.26713124274099886,1446.0551990006945
74,75,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-21,16:30:00,50379,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,6696390.261357092,3739,0.2941963091735758,268.2901361474861
75,76,"{'x': -13042852.923830584, 'y': 3856863.8878943245, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-21,18:00:00,50937,32.7099215,-117.1659413,09:00:00,amazon comic con 2018: jack ryan activation,1620,festival,3217851.7065061694,8610,0.18815331010452963,1446.0551990006945
76,77,"{'x': -13035510.50172489, 'y': 3861870.083371472, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-21,13:00:00,50107,32.7477532,-117.0999832,09:00:00,city heights farmers market (every saturday),600,farmers,7070373.852642028,14797,0.04054875988376022,805.6311110202779
77,78,"{'x': -13042366.27954463, 'y': 3858459.044077485, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-21,14:00:00,50005,32.7219778,-117.1615697,08:00:00,the mercato little italys farmers market,1900,farmers,14062039.298476113,20834,0.0911970816933858,70.36371758723122
78,79,"{'x': -13051623.84216993, 'y': 3858915.7612963566, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-20,20:30:00,50818,32.7254294,-117.2447318,17:30:00,point loma summer concerts (series),3050,concerts,23181931.19834501,28370,0.1075079309129362,3322.5155327922826
79,80,"{'x': -13041279.719939938, 'y': 3859740.3990523205, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-20,20:00:00,50665,32.7316611885,-117.151808969,16:00:00,food truck fridays,2060,farmers,10057783.384491136,18927,0.10883922438843979,247.08060371706318
80,81,"{'x': -13042773.39718636, 'y': 3856926.3336553737, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-20,18:00:00,50941,32.7103935,-117.1652269,11:00:00,hulu llc castle rock event activation at sdcc,2450,festival,3748714.2492144015,11666,0.21001200068575346,1361.4494305126036
81,82,"{'x': -13042852.923830584, 'y': 3856863.8878943245, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-20,19:00:00,51239,32.7099215,-117.1659413,09:30:00,amc the walking dead & fear of the walking dead,2300,athletic,3314403.031778261,7992,0.2877877877877878,1446.0551990006945
82,83,"{'x': -13042852.923830584, 'y': 3856863.8878943245, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-20,18:00:00,50936,32.7099215,-117.1659413,09:00:00,amazon comic con 2018: jack ryan activation,1620,festival,3314403.031778261,7992,0.20270270270270271,1446.0551990006945
83,84,"{'x': -13038475.852584543, 'y': 3861824.698536065, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-19,19:30:00,50055,32.7474103,-117.1266214,15:00:00,north park thursday market,970,farmers,16069486.831794485,32584,0.029769211883132828,402.40919713342504
84,85,"{'x': -13042773.39718636, 'y': 3856926.3336553737, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-19,18:00:00,50940,32.7103935,-117.1652269,11:00:00,hulu llc castle rock event activation at sdcc,2450,festival,3654289.056224955,11499,0.2130620053917732,1361.4494305126036
85,86,"{'x': -13042852.923830584, 'y': 3856863.8878943245, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-19,19:00:00,51238,32.7099215,-117.1659413,09:30:00,amc the walking dead & fear of the walking dead,2300,athletic,3561629.1562085426,8962,0.25663914304842667,1446.0551990006945
86,87,"{'x': -13042852.923830584, 'y': 3856863.8878943245, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-19,18:00:00,50935,32.7099215,-117.1659413,09:00:00,amazon comic con 2018: jack ryan activation,1620,festival,3561629.1562085426,8962,0.1807632224949788,1446.0551990006945
87,88,"{'x': -13051653.486550327, 'y': 3861258.547653381, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-18,20:00:00,50189,32.7431327,-117.2449981,16:00:00,ocean beach certified farmers market (wednesdays),1260,farmers,17576294.415293537,26559,0.047441545238902066,1508.4068125210351
88,89,"{'x': -13042312.189404054, 'y': 3857633.4358812296, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-18,14:00:00,49810,32.715738,-117.1610838,11:00:00,curbside bites food truck markets - downtown lunch,330,farmers,4516797.592125815,15931,0.020714330550499028,684.2661748022521
89,90,"{'x': -13042916.620843215, 'y': 3858589.669007341, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-18,13:00:00,50907,32.722965,-117.1665135,09:00:00,little italys wednesday farmers market,1280,farmers,3459449.7448627204,9725,0.13161953727506426,191.68799719821277
90,91,"{'x': -13052720.918015596, 'y': 3868787.072960929, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-17,19:00:00,50483,32.7999983,-117.254587,14:00:00,pacific beach tuesday farmers market,860,farmers,8995373.633749794,14633,0.0587712704161826,3384.51232589273
91,92,"{'x': -13043449.543864643, 'y': 3859804.683600826, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-15,22:00:00,50879,32.73214696861,-117.17130082895,12:00:00,tbd street fair,3100,festival,23226426.345760837,38486,0.08054877098165567,44.65400047588882
92,93,"{'x': -13042223.24513091, 'y': 3859704.750320469, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-15,15:00:00,50565,32.7313918,-117.1602848,10:00:00,sunday artisan market,3020,farmers,12767307.614785042,23833,0.12671505895187346,492.38345981723285
93,94,"{'x': -13041067.32580241, 'y': 3861974.5260695233, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-15,14:00:00,49929,32.7485423,-117.149901,09:00:00,2018 hillcrest farmers market (sundays),2400,farmers,7415300.031184129,15643,0.1534232564086173,534.8104904228812
94,95,"{'x': -13046076.791943701, 'y': 3862535.324132546, 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",2018-07-15,16:30:00,50378,32.7527792,-117.1949018,09:00:00,old town artisans market,1100,farmers,7582233.092709851,3894,0.2824858757062147,268.2901361474861
